iter	Passed	Remaining
488	21304	22263
489	21346	22217
490	21388	22172
491	21429	22126
492	21476	22086
493	21516	22039
494	21554	21990
495	21594	21943
496	21633	21895
497	21671	21845
498	21708	21795
499	21747	21747
500	21784	21697
501	21821	21647
502	21859	21598
503	21897	21549
504	21943	21509
505	21982	21461
506	22022	21414
507	22061	21366
508	22099	21318
509	22137	21269
510	22175	21220
511	22213	21171
512	22249	21122
513	22288	21074
514	22335	21034
515	22371	20984
516	22408	20935
517	22446	20886
518	22483	20837
519	22520	20788
520	22557	20739
521	22597	20692
522	22637	20646
523	22675	20598
524	22713	20550
525	22750	20501
526	22787	20452
527	22825	20404
528	22862	20355
529	22900	20308
530	22939	20260
531	22976	20212
532	23013	20163
533	23052	20116
534	23092	20071
535	23130	20023
536	23167	19975
537	23204	19926
538	23240	19877
539	23277	19829
540	23314	19780
541	23358	19738
542	23412	19704
543	23449	19656
544	23489	19610
545	23527	19563
546	23566	19516
547	23605	19470
548	23644	19423
549	23683	19377
550	23719	19328
551	23756	19280
552	23794	19233
553	23832	19186
554	23870	19139
555	23908	19092
556	23947	19045
557	23985	18999
558	24025	18953
559	24064	18907
560	24103	18861
561	24150	18821
562	24186	18773
563	24223	18725
564	24261	18679
565	24297	18631
566	24334	18583
567	24373	18537
568	24410	18489
569	24447	18442
570	24487	18398
571	24526	18351
572	24564	18305
573	24604	18260
574	24642	18214
575	24680	18167
576	24717	18120
577	24755	18074
578	24796	18029
579	24836	17985
580	24878	17941
581	24918	17896
582	24959	17852
583	24997	17806
584	25035	17760
585	25073	17714
586	25553	17978
587	25590	17930
588	25628	17883
589	25666	17836
590	25703	17788
591	25741	17740
592	25778	17693
593	25815	17645
594	25854	17598
595	25893	17552
596	25930	17504
597	25971	17459
598	26013	17414
599	26051	17367
600	26089	17320
601	26127	17273
602	26166	17227
603	26202	17179
604	26250	17138
605	26286	17090
606	26325	17044
607	26363	16997
608	26401	16950
609	26439	16903
610	26475	16856
611	26512	16808
612	26550	16761
613	26589	16716
614	26632	16672
615	26672	16626
616	26710	16580
617	26746	16532
618	26784	16486
619	26822	16439
620	26862	16394
621	26900	16348
622	26938	16301
623	26975	16254
624	27012	16207
625	27050	16160
626	27088	16114
627	27128	16069
628	27174	16027
629	27212	15981
630	27250	15935
631	27296	15893
632	27350	15857
633	27388	15811
634	27426	15764
635	27464	15718
636	27502	15672
637	27541	15626
638	27578	15580
639	27617	15534
640	27656	15489
641	27695	15444
642	27733	15397
643	27771	15351
644	27808	15305
645	27846	15259
646	27885	15214
647	27922	15168
648	27960	15121
649	27998	15076
650	28035	15029
651	28073	14984
652	28111	14938
653	28151	14893
654	28189	14847
655	28227	14802
656	28264	14755
657	28303	14710
658	28340	14664
659	28377	14618
660	28415	14572
661	28452	14526
662	28489	14481
663	28527	14435
664	28567	14391
665	28606	14346
666	28645	14301
667	28683	14255
668	28721	14210
669	28769	14169
670	28806	14124
671	28843	14078
672	28882	14033
673	28919	13987
674	28956	13942
675	28994	13896
676	29031	13851
677	29068	13805
678	29105	13759
679	29145	13715
680	29182	13670
681	29222	13625
682	29260	13580
683	29297	13535
684	29336	13490
685	29374	13445
686	29412	13400
687	29448	13354
688	29486	13309
689	29523	13264
690	29560	13219
691	29598	13173
692	29636	13128
693	29673	13083
694	29715	13040
695	29754	12996
696	29790	12950
697	29828	12905
698	29866	12861
699	29903	12815
700	29941	12770
701	29978	12725
702	30016	12681
703	30054	12636
704	30091	12591
705	30128	12546
706	30166	12501
707	30204	12457
708	30243	12413
709	30280	12368
710	30317	12323
711	30354	12278
712	30391	12233
713	30428	12188
714	30466	12143
715	30504	12099
716	30544	12055
717	30583	12011
718	30621	11967
719	30657	11922
720	30695	11877
721	30732	11833
722	30772	11789
723	30810	11745
724	30851	11702
725	30889	11657
726	30927	11613
727	30964	11569
728	31002	11525
729	31040	11480
730	31078	11436
731	31116	11392
732	31155	11348
733	31192	11304
734	31233	11260
735	31271	11216
736	31308	11172
737	31345	11128
738	31382	11083
739	31420	11039
740	31460	10996
741	31499	10952
742	31539	10909
743	31577	10865
744	31617	10822
745	31659	10779
746	31700	10736
747	31741	10693
748	31782	10650
749	31824	10608
750	31865	10565
751	31902	10521
752	31940	10477
753	31977	10433
754	32015	10389
755	32053	10345
756	32090	10301
757	32127	10256
758	32165	10213
759	32205	10170
760	32245	10126
761	32286	10084
762	32326	10040
763	32366	9997
764	32406	9954
765	32447	9912
766	32489	9869
767	32530	9826
768	32570	9783
769	32611	9740
770	32651	9697
771	32693	9655
772	32734	9612
773	32773	9569
774	32811	9525
775	32851	9482
776	32889	9439
777	32926	9395
778	32965	9352
779	33011	9310
780	33049	9267
781	33086	9223
782	33126	9180
783	33165	9137
784	33205	9094
785	33246	9051
786	33287	9009
787	33327	8966
788	33374	8925
789	33413	8882
790	33455	8839
791	33493	8796
792	33531	8752
793	33570	8709
794	33610	8666
795	33652	8624
796	33694	8582
797	33736	8539
798	33776	8496
799	33814	8453
800	33853	8410
801	33891	8367
802	33930	8324
803	33967	8280
804	34004	8236
805	34041	8193
806	34084	8151
807	34126	8109
808	34167	8066
809	34208	8024
810	34250	7981
811	34290	7939
812	34332	7896
813	34370	7853
814	34410	7811
815	34452	7768
816	34493	7726
817	34534	7683
818	34574	7640
819	34613	7597
820	34651	7554
821	34688	7511
822	34726	7468
823	34765	7425
824	34805	7382
825	34848	7340
826	34892	7299
827	34933	7256
828	34974	7214
829	35014	7171
830	35052	7128
831	35089	7085
832	35127	7042
833	35164	6999
834	35202	6956
835	35240	6913
836	35278	6870
837	35317	6827
838	35355	6784
839	35397	6742
840	35436	6699
841	35476	6657
842	35515	6614
843	35554	6571
844	35594	6529
845	35636	6486
846	35677	6444
847	35723	6403
848	35767	6361
849	35807	6318
850	35855	6277
851	35896	6235
852	35937	6193
853	35977	6150
854	36015	6107
855	36052	6064
856	36089	6021
857	36127	5979
858	36165	5936
859	36201	5893
860	36242	5850
861	36282	5808
862	36323	5766
863	36364	5723
864	36403	5681
865	36452	5640
866	36494	5598
867	36534	5555
868	36575	5513
869	36623	5472
870	36660	5429
871	36697	5386
872	36735	5344
873	36772	5301
874	36809	5258
875	36847	5215
876	36885	5173
877	36924	5130
878	36962	5088
879	37000	5045
880	37039	5003
881	37076	4960
882	37113	4917
883	37150	4874
884	37188	4832
885	37226	4789
886	37262	4747
887	37299	4704
888	37337	4661
889	37375	4619
890	37414	4577
891	37452	4534
892	37490	4492
893	37527	4449
894	37565	4407
895	37614	4365
896	37653	4323
897	37693	4281
898	37733	4239
899	37771	4196
900	37812	4154
901	37861	4113
902	37900	4071
903	37940	4029
904	37980	3986
905	38017	3944
906	38055	3902
907	38094	3859
908	38131	3817
909	38168	3774
910	38205	3732
911	38244	3690
912	38283	3648
913	38322	3605
914	38361	3563
915	38398	3521
916	38438	3479
917	38475	3436
918	38514	3394
919	38553	3352
920	38591	3310
921	38630	3268
922	38668	3225
923	38706	3183
924	38744	3141
925	38781	3099
926	38819	3056
927	38856	3014
928	38894	2972
929	38932	2930
930	38970	2888
931	39011	2846
932	39049	2804
933	39086	2761
934	39124	2719
935	39161	2677
936	39202	2635
937	39243	2593
938	39282	2551
939	39323	2509
940	39359	2467
941	39397	2425
942	39434	2383
943	39474	2341
944	39513	2299
945	39551	2257
946	39588	2215
947	39635	2174
948	39674	2132
949	39714	2090
950	39753	2048
951	39791	2006
952	39829	1964
953	39868	1922
954	39907	1880
955	39946	1838
956	39986	1796
957	40028	1754
958	40067	1712
959	40105	1671
960	40143	1629
961	40180	1587
962	40218	1545
963	40257	1503
964	40294	1461
965	40330	1419
966	40368	1377
967	40407	1335
968	40447	1293
969	40488	1252
970	40527	1210
971	40565	1168
972	40605	1126
973	40644	1084
974	40681	1043
975	40720	1001
976	40760	959
977	40800	917
978	40838	876
979	40875	834
980	40913	792
981	40951	750
982	40988	708
983	41026	667
984	41064	625
985	41101	583
986	41139	541
987	41177	500
988	41213	458
989	41251	416
990	41288	374
991	41324	333
992	41361	291
993	41398	249
994	41438	208
995	41478	166
996	41520	124
997	41556	83
998	41594	41
999	41631	0
