iter	Logloss	Accuracy
141	0.3968075507	0.8248502994
142	0.3967043026	0.8248502994
143	0.3966203336	0.8248502994
144	0.396610557	0.8248502994
145	0.3965622679	0.8233532934
146	0.3960254235	0.8233532934
147	0.3960254235	0.8233532934
148	0.3960181596	0.8233532934
149	0.3960181139	0.8233532934
150	0.3960181139	0.8233532934
151	0.3959906116	0.8233532934
152	0.3959905659	0.8233532934
153	0.3959905202	0.8233532934
154	0.3957440953	0.8233532934
155	0.395682786	0.8233532934
156	0.3956539131	0.8233532934
157	0.3956396594	0.8233532934
158	0.3954041989	0.8248502994
159	0.3952900778	0.8248502994
160	0.3951179367	0.8248502994
161	0.3938588125	0.8248502994
162	0.3938587668	0.8248502994
163	0.3937597218	0.8248502994
164	0.3937597218	0.8248502994
165	0.3935503474	0.8233532934
166	0.3935450023	0.8218562874
167	0.3935270024	0.8233532934
168	0.3934019626	0.8218562874
169	0.3934019626	0.8218562874
170	0.3933986275	0.8218562874
171	0.3930740356	0.8233532934
172	0.3930740356	0.8233532934
173	0.3927047638	0.8233532934
174	0.3927019313	0.8233532934
175	0.3923465477	0.8248502994
176	0.3923465021	0.8248502994
177	0.3923465021	0.8248502994
178	0.3922791624	0.8248502994
179	0.3922791624	0.8248502994
180	0.3922765583	0.8248502994
181	0.3919774587	0.8263473054
182	0.3918904744	0.8248502994
183	0.3917973684	0.8263473054
184	0.3914797206	0.8263473054
185	0.3914783501	0.8263473054
186	0.3913444017	0.8263473054
187	0.3913444017	0.8263473054
188	0.3911363979	0.8278443114
189	0.3911066112	0.8278443114
190	0.3909262926	0.8278443114
191	0.3909003892	0.8278443114
192	0.3908320444	0.8278443114
193	0.3906173249	0.8293413174
194	0.3902990375	0.8278443114
195	0.3895129815	0.8293413174
196	0.3894217485	0.8293413174
197	0.3894206521	0.8293413174
198	0.3891379533	0.8293413174
199	0.3889092542	0.8293413174
200	0.3889084776	0.8293413174
201	0.3885931141	0.8278443114
202	0.3884500743	0.8293413174
203	0.3883884453	0.8308383234
204	0.3883647804	0.8293413174
205	0.3883640495	0.8293413174
206	0.3878039057	0.8308383234
207	0.3877104799	0.8308383234
208	0.38763012	0.8323353293
209	0.3876297088	0.8323353293
210	0.3876294347	0.8323353293
211	0.3860332923	0.8308383234
212	0.3860330182	0.8308383234
213	0.3854313468	0.8308383234
214	0.3843346784	0.8323353293
215	0.3843346327	0.8323353293
216	0.3843345414	0.8323353293
217	0.383602485	0.8338323353
218	0.3835478457	0.8338323353
219	0.3835478	0.8338323353
220	0.3834771253	0.8338323353
221	0.3833285577	0.8323353293
222	0.383328512	0.8323353293
223	0.3832685276	0.8323353293
224	0.3832423045	0.8323353293
225	0.3830878435	0.8323353293
226	0.3830540823	0.8323353293
227	0.3830540823	0.8323353293
228	0.3830540823	0.8323353293
229	0.3823058991	0.8338323353
230	0.3823036377	0.8338323353
231	0.3820523016	0.8338323353
232	0.3816914359	0.8338323353
233	0.3815948578	0.8338323353
234	0.3815947892	0.8338323353
235	0.3815784569	0.8338323353
236	0.3815784569	0.8338323353
237	0.3813916966	0.8338323353
238	0.3813916281	0.8338323353
239	0.3813859403	0.8338323353
240	0.3813600369	0.8338323353
241	0.3813398441	0.8338323353
242	0.3813397756	0.8338323353
243	0.3813397071	0.8338323353
244	0.3811465966	0.8338323353
245	0.3809741586	0.8338323353
246	0.3809741129	0.8338323353
247	0.380906659	0.8338323353
248	0.380695777	0.8338323353
249	0.3806928989	0.8338323353
250	0.3806928532	0.8338323353
251	0.3800266746	0.8368263473
252	0.3800266289	0.8368263473
253	0.3800266289	0.8368263473
254	0.3799215762	0.8368263473
255	0.3799181727	0.8368263473
256	0.3799181727	0.8368263473
257	0.3799181498	0.8368263473
258	0.379918127	0.8368263473
259	0.379899853	0.8368263473
260	0.379899853	0.8368263473
261	0.379899853	0.8368263473
262	0.3798969063	0.8368263473
263	0.3798872439	0.8368263473
264	0.3798612949	0.8368263473
265	0.3798612949	0.8368263473
266	0.3798612949	0.8368263473
267	0.379812252	0.8368263473
268	0.3798122749	0.8368263473
269	0.379731915	0.8353293413
270	0.379731915	0.8353293413
271	0.3797318007	0.8353293413
272	0.3797318236	0.8353293413
273	0.379714509	0.8353293413
274	0.3796916665	0.8353293413
275	0.3796915979	0.8353293413
276	0.3795253959	0.8353293413
277	0.3795253959	0.8353293413
278	0.3793371052	0.8353293413
279	0.3792790167	0.8353293413
280	0.3792762985	0.8353293413
281	0.3789870668	0.8353293413
282	0.3789870439	0.8353293413
283	0.3789869982	0.8353293413
284	0.3789869754	0.8353293413
285	0.3789869754	0.8353293413
286	0.3789869754	0.8353293413
287	0.378986884	0.8353293413
288	0.378986884	0.8353293413
289	0.3789868612	0.8353293413
290	0.3789868383	0.8353293413
291	0.3783920425	0.8353293413
292	0.3783919283	0.8353293413
293	0.3783918826	0.8353293413
294	0.3783918826	0.8353293413
295	0.3782021071	0.8353293413
296	0.3782020843	0.8353293413
297	0.3781996401	0.8353293413
298	0.3780806764	0.8353293413
299	0.3773692011	0.8368263473
300	0.3773669397	0.8368263473
301	0.377366894	0.8368263473
302	0.3771765703	0.8368263473
303	0.3771511238	0.8353293413
304	0.3771493192	0.8353293413
305	0.3771492964	0.8353293413
306	0.3769590412	0.8353293413
307	0.3769590184	0.8353293413
308	0.3769590184	0.8353293413
309	0.3769437139	0.8353293413
310	0.3769293688	0.8353293413
311	0.3769293688	0.8353293413
312	0.3769293688	0.8353293413
313	0.3768472043	0.8338323353
314	0.3767879052	0.8338323353
315	0.376768786	0.8338323353
316	0.3767348421	0.8353293413
317	0.3767337456	0.8353293413
318	0.3767328319	0.8353293413
319	0.3766356143	0.8353293413
320	0.3766230966	0.8353293413
321	0.3765157368	0.8338323353
322	0.376138927	0.8338323353
323	0.3760563285	0.8338323353
324	0.3760559173	0.8338323353
325	0.3760285977	0.8338323353
326	0.375963725	0.8338323353
327	0.3759522124	0.8338323353
328	0.3759517099	0.8338323353
329	0.3759035122	0.8338323353
330	0.3758751875	0.8353293413
331	0.3758641774	0.8353293413
332	0.3757656349	0.8368263473
333	0.3757655663	0.8368263473
334	0.3755311338	0.8383233533
335	0.3755206262	0.8383233533
336	0.3755107583	0.8383233533
337	0.375487733	0.8383233533
338	0.375484261	0.8383233533
339	0.375484261	0.8383233533
340	0.375464388	0.8383233533
341	0.3754163502	0.8398203593
342	0.3753817438	0.8413173653
343	0.3753816753	0.8413173653
344	0.3753723556	0.8413173653
345	0.3753636069	0.8413173653
346	0.3753552237	0.8413173653
347	0.3751683949	0.8458083832
348	0.3751318241	0.8458083832
349	0.3749715154	0.8443113772
350	0.3749714469	0.8443113772
351	0.37494431	0.8458083832
352	0.3748130113	0.8458083832
353	0.3748129428	0.8458083832
354	0.3742206368	0.8458083832
355	0.3742009237	0.8443113772
356	0.3740410262	0.8443113772
357	0.3738846693	0.8443113772
358	0.3738558649	0.8443113772
359	0.3738558421	0.8443113772
360	0.3738478244	0.8443113772
361	0.3738477558	0.8443113772
362	0.3730339918	0.8473053892
363	0.3730261797	0.8473053892
364	0.3730187787	0.8473053892
365	0.3730174082	0.8473053892
366	0.3729592055	0.8473053892
367	0.3728990612	0.8458083832
368	0.3728837567	0.8458083832
369	0.3728837339	0.8458083832
370	0.3723864527	0.8458083832
371	0.3722917934	0.8458083832
372	0.3722846208	0.8458083832
373	0.3722845751	0.8458083832
374	0.3721629617	0.8443113772
375	0.3712372466	0.8488023952
376	0.3710441818	0.8458083832
377	0.3708236375	0.8473053892
378	0.3707025951	0.8473053892
379	0.3706114535	0.8473053892
380	0.3706040297	0.8473053892
381	0.370444018	0.8473053892
382	0.370444018	0.8473053892
383	0.3704439723	0.8473053892
384	0.3704069218	0.8443113772
385	0.370404272	0.8443113772
386	0.3703336887	0.8443113772
387	0.3703313359	0.8443113772
388	0.370324506	0.8443113772
389	0.3703179731	0.8443113772
390	0.3701752074	0.8443113772
391	0.3701752074	0.8443113772
392	0.3701739054	0.8443113772
393	0.3701738826	0.8443113772
394	0.370171644	0.8443113772
395	0.3700508072	0.8443113772
396	0.3694345394	0.8458083832
397	0.3694344709	0.8458083832
398	0.3694345166	0.8458083832
399	0.3694344709	0.8458083832
400	0.3694344709	0.8458083832
401	0.3694344252	0.8458083832
402	0.369422273	0.8458083832
403	0.3694159685	0.8458083832
404	0.3694058264	0.8473053892
405	0.3694057807	0.8473053892
406	0.3694057579	0.8473053892
407	0.3693997046	0.8473053892
408	0.3691133967	0.8488023952
409	0.3691133967	0.8488023952
410	0.3685495525	0.8502994012
411	0.3685495068	0.8502994012
412	0.3685285146	0.8488023952
413	0.3685284917	0.8488023952
414	0.3684772103	0.8502994012
415	0.3684771875	0.8502994012
416	0.3684771418	0.8502994012
417	0.3684771418	0.8502994012
418	0.3684738753	0.8502994012
419	0.3684719337	0.8502994012
420	0.3684719109	0.8502994012
421	0.368471888	0.8502994012
422	0.3684718195	0.8502994012
423	0.3680796366	0.8532934132
424	0.3680335405	0.8532934132
425	0.3680042335	0.8532934132
426	0.3675970203	0.8532934132
427	0.3672486951	0.8517964072
428	0.367166622	0.8517964072
429	0.3671663022	0.8517964072
430	0.3671637438	0.8532934132
431	0.3671637438	0.8532934132
432	0.3671536703	0.8532934132
433	0.3671536703	0.8532934132
434	0.3671536246	0.8532934132
435	0.3671142213	0.8532934132
436	0.3671142213	0.8532934132
437	0.3669650597	0.8532934132
438	0.3669650141	0.8532934132
439	0.3669650141	0.8532934132
440	0.3667824797	0.8517964072
441	0.3664374437	0.8517964072
442	0.3664374437	0.8517964072
443	0.366437398	0.8517964072
444	0.3664373752	0.8517964072
445	0.3664373295	0.8517964072
446	0.3663004573	0.8517964072
447	0.3663004573	0.8517964072
448	0.3662913431	0.8517964072
449	0.3661025727	0.8517964072
450	0.3659482945	0.8532934132
451	0.3659406422	0.8532934132
452	0.3659406194	0.8532934132
453	0.3657247578	0.8547904192
454	0.3657247578	0.8547904192
455	0.3653365267	0.8562874251
456	0.3649360063	0.8547904192
457	0.3648204232	0.8547904192
458	0.3644906004	0.8562874251
459	0.3644552174	0.8562874251
460	0.3640144257	0.8562874251
461	0.3638963985	0.8562874251
462	0.3638797691	0.8562874251
463	0.3634627565	0.8562874251
464	0.3634627108	0.8562874251
465	0.3632648034	0.8562874251
466	0.3625644981	0.8562874251
467	0.3625641326	0.8562874251
468	0.3625638128	0.8562874251
469	0.362249797	0.8562874251
470	0.3622353377	0.8562874251
471	0.362235292	0.8562874251
472	0.3622052313	0.8562874251
473	0.3620842345	0.8562874251
474	0.3620829782	0.8562874251
475	0.3620827041	0.8562874251
476	0.3620824528	0.8562874251
477	0.3620822016	0.8562874251
478	0.3620753031	0.8562874251
479	0.3619949432	0.8562874251
480	0.3619333598	0.8562874251
481	0.3617188231	0.8562874251
482	0.3617129983	0.8562874251
483	0.3615269461	0.8562874251
484	0.3613662263	0.8562874251
485	0.3613453711	0.8562874251
486	0.3612146892	0.8562874251
487	0.361182367	0.8562874251
488	0.361182367	0.8562874251
489	0.3611791462	0.8562874251
490	0.3611764051	0.8562874251
491	0.3611760396	0.8562874251
492	0.3607487479	0.8562874251
493	0.3602536824	0.8547904192
494	0.3602074949	0.8547904192
495	0.3602069466	0.8547904192
496	0.3600957494	0.8547904192
497	0.3600920717	0.8547904192
498	0.3600568257	0.8562874251
499	0.3598957633	0.8562874251
500	0.3592236913	0.8547904192
501	0.3590287991	0.8547904192
502	0.3590287991	0.8547904192
503	0.3590287762	0.8547904192
504	0.3590277027	0.8547904192
505	0.3589282007	0.8547904192
506	0.3589274698	0.8547904192
507	0.3589274698	0.8547904192
508	0.3589274469	0.8547904192
509	0.3589268302	0.8547904192
510	0.3589268073	0.8547904192
511	0.3589255738	0.8547904192
512	0.358925551	0.8547904192
513	0.3589250028	0.8547904192
514	0.3589045587	0.8547904192
515	0.3588983684	0.8547904192
516	0.3587171589	0.8547904192
517	0.3586846312	0.8547904192
518	0.358579944	0.8547904192
519	0.358579944	0.8547904192
520	0.35857501	0.8547904192
521	0.3585749872	0.8547904192
522	0.3585749643	0.8547904192
523	0.3585749643	0.8547904192
524	0.3585749643	0.8547904192
525	0.3581031068	0.8562874251
526	0.3581031068	0.8562874251
527	0.35806697	0.8562874251
528	0.3580173333	0.8562874251
529	0.357991704	0.8562874251
530	0.3579912243	0.8562874251
531	0.3579912014	0.8562874251
532	0.3579911786	0.8562874251
533	0.3579688158	0.8562874251
534	0.3579688386	0.8562874251
535	0.3579688158	0.8562874251
536	0.3579380469	0.8577844311
537	0.3579380241	0.8577844311
538	0.3579380013	0.8577844311
539	0.3579379784	0.8577844311
540	0.3578596743	0.8577844311
541	0.3578227152	0.8577844311
542	0.3577622054	0.8562874251
543	0.3573216193	0.8577844311
544	0.3570606437	0.8592814371
545	0.3568933453	0.8592814371
546	0.3566785116	0.8592814371
547	0.3566756106	0.8592814371
548	0.3566483366	0.8592814371
549	0.3566444991	0.8592814371
550	0.3565642762	0.8592814371
551	0.3565642762	0.8592814371
552	0.3564702108	0.8592814371
553	0.3564515713	0.8592814371
554	0.3564441704	0.8592814371
555	0.3564206883	0.8607784431
556	0.3564065259	0.8607784431
557	0.3562997144	0.8607784431
558	0.3562252936	0.8607784431
559	0.3555217446	0.8607784431
560	0.3555217218	0.8607784431
561	0.3555195974	0.8607784431
562	0.3555195974	0.8607784431
563	0.3555052523	0.8607784431
564	0.3555006838	0.8607784431
565	0.3555006838	0.8607784431
566	0.3555006838	0.8607784431
567	0.3555006838	0.8607784431
568	0.3555006381	0.8607784431
569	0.3555006381	0.8607784431
570	0.3554998615	0.8607784431
571	0.3554998615	0.8607784431
572	0.3554998158	0.8607784431
573	0.3554991762	0.8607784431
574	0.3554991762	0.8607784431
575	0.3554388263	0.8607784431
576	0.3554388263	0.8607784431
577	0.3554388263	0.8607784431
578	0.3554388263	0.8607784431
579	0.3554387806	0.8607784431
580	0.3554145219	0.8607784431
581	0.3554145219	0.8607784431
582	0.355413928	0.8607784431
583	0.3554138823	0.8607784431
584	0.355413197	0.8607784431
585	0.355413197	0.8607784431
586	0.3553697049	0.8607784431
587	0.3553697049	0.8607784431
588	0.3553696821	0.8607784431
589	0.3553696592	0.8607784431
590	0.3553696592	0.8607784431
591	0.3553157053	0.8607784431
592	0.3552562691	0.8607784431
593	0.3552562691	0.8607784431
594	0.3549611212	0.8607784431
595	0.3549611212	0.8607784431
596	0.3549610983	0.8607784431
597	0.3549611212	0.8607784431
598	0.3549184742	0.8637724551
599	0.3549184514	0.8637724551
600	0.3549062763	0.8637724551
601	0.3549062306	0.8637724551
602	0.3548557259	0.8637724551
603	0.354855703	0.8637724551
604	0.3547428611	0.8637724551
605	0.3547428611	0.8637724551
606	0.3547423585	0.8637724551
607	0.3544102286	0.8637724551
608	0.3542077984	0.8637724551
609	0.3542078441	0.8637724551
610	0.3542078212	0.8637724551
611	0.3542077984	0.8637724551
612	0.3541851843	0.8637724551
613	0.3540840834	0.8637724551
614	0.3540840834	0.8637724551
615	0.3539164195	0.8622754491
616	0.3538189277	0.8607784431
617	0.3538189277	0.8607784431
618	0.3538189277	0.8607784431
619	0.3537186034	0.8622754491
620	0.3533437124	0.8607784431
621	0.3533437124	0.8607784431
622	0.3533318799	0.8607784431
623	0.3533299155	0.8607784431
624	0.3533085349	0.8607784431
625	0.3533085349	0.8607784431
626	0.3532959487	0.8607784431
627	0.3532775148	0.8607784431
628	0.3531795205	0.8637724551
629	0.3531462618	0.8637724551
630	0.3531230995	0.8637724551
631	0.351270116	0.8637724551
632	0.3492831384	0.8652694611
633	0.3492819049	0.8652694611
634	0.3492491031	0.8652694611
635	0.3492361514	0.8652694611
636	0.3492349864	0.8652694611
637	0.3492120983	0.8652694611
638	0.3491162511	0.8652694611
639	0.3491053324	0.8652694611
640	0.3490215918	0.8652694611
641	0.3489552115	0.8652694611
642	0.3484649887	0.8652694611
643	0.3484649887	0.8652694611
644	0.3484634125	0.8652694611
645	0.3484633897	0.8652694611
646	0.3484591181	0.8652694611
647	0.3484591181	0.8652694611
648	0.3484469202	0.8652694611
649	0.3484469431	0.8652694611
650	0.3484401132	0.8652694611
651	0.3484317071	0.8652694611
652	0.3483668801	0.8667664671
653	0.3483382813	0.8667664671
654	0.3483278651	0.8667664671
655	0.3481995817	0.8652694611
656	0.3481964522	0.8652694611
657	0.3481189933	0.8652694611
658	0.3480958539	0.8652694611
659	0.348095694	0.8652694611
660	0.348095694	0.8652694611
661	0.3480956711	0.8652694611
662	0.3480948717	0.8652694611
663	0.3480948488	0.8652694611
664	0.3480948488	0.8652694611
665	0.348094826	0.8652694611
666	0.348094826	0.8652694611
667	0.3480948031	0.8652694611
668	0.3480948031	0.8652694611
669	0.3480934783	0.8652694611
670	0.348070887	0.8652694611
671	0.3480709099	0.8652694611
672	0.348070887	0.8652694611
673	0.348070887	0.8652694611
674	0.3479648522	0.8652694611
675	0.3479648293	0.8652694611
676	0.3479648293	0.8652694611
677	0.3479648065	0.8652694611
678	0.3479648065	0.8652694611
679	0.3479648065	0.8652694611
680	0.3479648065	0.8652694611
681	0.3479648065	0.8652694611
682	0.3479648065	0.8652694611
683	0.3479647836	0.8652694611
684	0.3479648065	0.8652694611
685	0.3479648065	0.8652694611
686	0.3479648065	0.8652694611
687	0.3479648065	0.8652694611
688	0.3479647836	0.8652694611
689	0.3479647836	0.8652694611
690	0.3479647608	0.8652694611
691	0.3479647608	0.8652694611
692	0.3479647608	0.8652694611
693	0.3479647608	0.8652694611
694	0.3479647608	0.8652694611
695	0.3479647379	0.8652694611
696	0.3479647608	0.8652694611
697	0.3479647151	0.8652694611
698	0.3479647151	0.8652694611
699	0.3479647151	0.8652694611
700	0.3479271163	0.8652694611
701	0.3479270707	0.8652694611
702	0.3479270707	0.8652694611
703	0.3479017612	0.8652694611
704	0.3479017612	0.8652694611
705	0.3478976952	0.8652694611
706	0.3478976952	0.8652694611
707	0.3478976952	0.8652694611
708	0.3478894948	0.8652694611
709	0.3478894719	0.8652694611
710	0.347874807	0.8652694611
711	0.3478747842	0.8652694611
712	0.3478727969	0.8652694611
713	0.3478727969	0.8652694611
714	0.3478711065	0.8652694611
715	0.3478704213	0.8652694611
716	0.3478456143	0.8652694611
717	0.3478456143	0.8652694611
718	0.3478456143	0.8652694611
719	0.3478455915	0.8652694611
720	0.3478455915	0.8652694611
721	0.3478298073	0.8652694611
722	0.3477944014	0.8667664671
723	0.3477927111	0.8667664671
724	0.3477140872	0.8652694611
725	0.347553139	0.8652694611
726	0.3475525451	0.8652694611
727	0.3472026208	0.8652694611
728	0.3471851692	0.8652694611
729	0.3471840042	0.8652694611
730	0.3471769459	0.8652694611
731	0.347175324	0.8652694611
732	0.3471430019	0.8652694611
733	0.3471426593	0.8652694611
734	0.3471426593	0.8652694611
735	0.3471426593	0.8652694611
736	0.3471385705	0.8652694611
737	0.3471385705	0.8652694611
738	0.34713037	0.8652694611
739	0.3471018397	0.8667664671
740	0.3470014926	0.8667664671
741	0.3469951424	0.8667664671
742	0.3469205388	0.8667664671
743	0.3469205388	0.8667664671
744	0.346920516	0.8667664671
745	0.346920516	0.8667664671
746	0.3469177977	0.8667664671
747	0.346917752	0.8667664671
748	0.3469177749	0.8667664671
749	0.346917752	0.8667664671
750	0.3469177292	0.8667664671
751	0.346917752	0.8667664671
752	0.346917752	0.8667664671
753	0.346917752	0.8667664671
754	0.3469026303	0.8667664671
755	0.3468884223	0.8667664671
756	0.3468884223	0.8667664671
757	0.3468884223	0.8667664671
758	0.3468883994	0.8667664671
759	0.3468883766	0.8667664671
760	0.3468883766	0.8667664671
761	0.3468750137	0.8667664671
762	0.3468750137	0.8667664671
763	0.3468624275	0.8667664671
764	0.3468624046	0.8667664671
765	0.346677289	0.8667664671
766	0.346665548	0.8667664671
767	0.3464222069	0.8667664671
768	0.3464222069	0.8667664671
769	0.3464222069	0.8667664671
770	0.3463805878	0.8682634731
771	0.3463764533	0.8682634731
772	0.3463761564	0.8682634731
773	0.3463761335	0.8682634731
774	0.3463760193	0.8682634731
775	0.3463723645	0.8682634731
776	0.3463723645	0.8682634731
777	0.3463723645	0.8682634731
778	0.3463723645	0.8682634731
779	0.3456297092	0.8652694611
780	0.3456297321	0.8652694611
781	0.3456297092	0.8652694611
782	0.3456296864	0.8652694611
783	0.3456296864	0.8652694611
784	0.3456296864	0.8652694611
785	0.3456296864	0.8652694611
786	0.3456192473	0.8652694611
787	0.3456192473	0.8652694611
788	0.3455893694	0.8652694611
789	0.3455893694	0.8652694611
790	0.3455242682	0.8667664671
791	0.3455147658	0.8667664671
792	0.345377528	0.8667664671
793	0.3453775052	0.8667664671
794	0.3453714748	0.8667664671
795	0.3453714748	0.8667664671
796	0.3451781587	0.8682634731
797	0.3451781587	0.8682634731
798	0.3451775648	0.8682634731
799	0.3448867341	0.869760479
800	0.3448867113	0.869760479
801	0.3448866884	0.869760479
802	0.3448862773	0.869760479
803	0.3448862773	0.869760479
804	0.3448862544	0.869760479
805	0.3448862544	0.869760479
806	0.3448786479	0.869760479
807	0.3448786479	0.869760479
808	0.3448786479	0.869760479
809	0.3448786479	0.869760479
810	0.3448786479	0.869760479
811	0.3448786479	0.869760479
812	0.3448786479	0.869760479
813	0.344878625	0.869760479
814	0.3448786022	0.869760479
815	0.3448786022	0.869760479
816	0.344878625	0.869760479
817	0.3448786022	0.869760479
818	0.3448786022	0.869760479
819	0.3448786022	0.869760479
820	0.3448785793	0.869760479
821	0.3448785565	0.869760479
822	0.3448785565	0.869760479
823	0.3448710413	0.869760479
824	0.3448710413	0.869760479
825	0.3448546175	0.869760479
826	0.3448493638	0.8682634731
827	0.3448493638	0.8682634731
828	0.3448420542	0.869760479
829	0.3448380567	0.869760479
830	0.3448380339	0.869760479
831	0.3448380339	0.869760479
832	0.3448380339	0.869760479
833	0.3448345618	0.869760479
834	0.3448280289	0.869760479
835	0.3448279832	0.869760479
836	0.3448230035	0.869760479
837	0.3448168361	0.869760479
838	0.3448168361	0.869760479
839	0.3448168132	0.869760479
840	0.3448168132	0.869760479
841	0.3448168132	0.869760479
842	0.3448167904	0.869760479
843	0.3448167904	0.869760479
844	0.3448168132	0.869760479
845	0.3448167675	0.869760479
846	0.3448128158	0.869760479
847	0.3448128158	0.869760479
848	0.3447439	0.869760479
849	0.3447240498	0.869760479
850	0.3446108196	0.869760479
851	0.3446107967	0.869760479
852	0.3446102485	0.869760479
853	0.3446099059	0.869760479
854	0.3443843819	0.869760479
855	0.3443843819	0.869760479
856	0.3443808413	0.869760479
857	0.344372184	0.869760479
858	0.3443691916	0.869760479
859	0.3443691688	0.869760479
860	0.3442009109	0.869760479
861	0.3441271525	0.869760479
862	0.3441207794	0.869760479
863	0.344119249	0.869760479
864	0.3441164394	0.869760479
865	0.34403528	0.869760479
866	0.3440350287	0.869760479
867	0.3440334297	0.869760479
868	0.3440332013	0.869760479
869	0.3440150187	0.869760479
870	0.3440136938	0.869760479
871	0.3440137166	0.869760479
872	0.3440135567	0.869760479
873	0.3440135339	0.869760479
874	0.3440135111	0.869760479
875	0.3440135111	0.869760479
876	0.3440135111	0.869760479
877	0.3440133969	0.869760479
878	0.3440133969	0.869760479
879	0.344013374	0.869760479
880	0.3440132826	0.869760479
881	0.3439620469	0.869760479
882	0.3439620241	0.869760479
883	0.3439593287	0.869760479
